,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,7.0,-2.0,,,,,,,5.0,Atalanta,33,2016-17
1,5,Masiello A.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,33,2016-17
2,13,Caldara M.,Dif,D,6.5,1.0,,,,,1.0,,9.0,Atalanta,33,2016-17
3,24,Conti A.,Dif,D,6.0,1.0,,,,,,,9.0,Atalanta,33,2016-17
4,3,Toloi R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,33,2016-17
5,27,Kurtic J.,Cen,C,6.5,,,,,,,,6.5,Atalanta,33,2016-17
6,19,Kessie F.,Cen,C,5.5,,,,,,,,5.5,Atalanta,33,2016-17
7,11,Freuler R.,Cen,C,7.0,1.0,,,,,,,10.0,Atalanta,33,2016-17
8,10,Gomez A.,Tre,T,6.5,,1.0,,,,,,7.5,Atalanta,33,2016-17
9,37,Spinazzola L.,Tre,T,7.0,,,,,,,,7.0,Atalanta,33,2016-17
10,29,Petagna A.,Att,A,6.0,,1.0,,,,,,7.0,Atalanta,33,2016-17
11,88,Grassi A.,Cen,C,6.5,,,,,,,,6.5,Atalanta,33,2016-17
12,6,Cristante B.,Cen,C,6.0,,1.0,,,,,,7.0,Atalanta,33,2016-17
13,7,Dalessandro M.,Tre,T,5.5,,,,,,,,5.5,Atalanta,33,2016-17
0,1,Da Costa A.,Por,P,5.5,-3.0,,,,,,,2.5,Bologna,33,2016-17
1,20,Maietta D.,Dif,D,5.5,,,,,,,,5.5,Bologna,33,2016-17
2,25,Masina A.,Dif,D,6.0,,,,,,,,6.0,Bologna,33,2016-17
3,15,Mbaye I.,Dif,D,5.5,,,,,,1.0,,5.0,Bologna,33,2016-17
4,28,Gastaldello D.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,33,2016-17
5,31,Dzemaili B.,Cen,C,6.0,,1.0,,,,1.0,,6.5,Bologna,33,2016-17
6,6,Viviani F.,Cen,C,6.0,,,,,,,,6.0,Bologna,33,2016-17
7,8,Taider S.,Cen,C,6.0,,,,,,,,6.0,Bologna,33,2016-17
8,11,Krejci L.,Tre,T,6.0,,,,,,,,6.0,Bologna,33,2016-17
9,14,Di Francesco F.,Tre,T,7.0,1.0,,,,,,,10.0,Bologna,33,2016-17
10,10,Destro M.,Att,A,7.0,1.0,,,,,,,10.0,Bologna,33,2016-17
