,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
1527,16,cionek t,spal,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5707,16,deiola a,cagliari,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9707,16,insigne l,napoli,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2272,16,ferrari a,sampdoria,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2978,16,luiz felipe,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5648,16,de paul r,udinese,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7263,16,murgia a,spal,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1007,16,bani m,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10790,16,stepinski m,verona,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
8690,16,viviani m,brescia,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8770,16,zaniolo n,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3048,16,lykogiannis c,cagliari,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10105,16,muriel l,atalanta,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11573,16,pioli,milan,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3695,16,pezzella giu,parma,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4717,16,badelj m,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3752,16,radu s,lazio,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8324,16,thorsby m,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7870,16,rincon t,torino,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2024,16,di lorenzo g,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7302,16,nainggolan r,cagliari,C,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4666,16,amrabat s,verona,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
3810,16,rispoli a,lecce,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6721,16,leiva l,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8277,16,tachtsidis p,lecce,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10069,16,milik a,napoli,A,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2545,16,hernandez t,milan,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
925,16,ansaldi c,torino,D,13.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,2019-20
11321,16,inzaghi s,lazio,0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1762,16,darmian m,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5118,16,bonaventura g,milan,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
5678,16,de roon m,atalanta,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10816,16,suso j,milan,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1976,16,depaoli f,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6654,16,lazovic d,verona,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2277,16,ferrari g,sassuolo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
